loan_id,loan_amount,funded_amount,interest_rate,annual_income,loan_status,grade,purpose,term,emp_length,dti,issue_date
LN3866,42971,36790,23.37,113396,Fully Paid,C,Vacation,36,5-10 years,19.2,2021-12-15
LN3867,9244,31988,23.69,33654,Fully Paid,G,Home Improvement,60,1-3 years,39.64,2021-12-16
LN3868,15743,45443,11.31,153180,Fully Paid,F,Education,36,5-10 years,14.13,2021-12-16
LN3869,32566,11912,15.37,89483,Charged Off,G,Vacation,36,1-3 years,17.63,2021-12-17
LN3870,47101,39506,7.06,27899,Fully Paid,D,Education,36,5-10 years,11.5,2021-12-18
LN3871,47109,48894,20.16,164444,Fully Paid,B,Debt Consolidation,60,3-5 years,19.91,2021-12-18
LN3872,19691,23368,7.59,188754,Fully Paid,C,Medical,60,< 1 year,6.44,2021-12-19
LN3873,34996,2770,25.9,115909,Current,C,Vacation,60,5-10 years,9.88,2021-12-20
LN3874,6590,13305,25.36,124971,Charged Off,G,Home Improvement,60,3-5 years,28.47,2021-12-20
LN3875,6585,10969,18.34,111724,Fully Paid,G,Education,36,10+ years,5.53,2021-12-21
LN3876,10227,13404,8.53,187655,Current,G,Vacation,60,5-10 years,37.05,2021-12-22
LN3877,29278,9989,5.64,49295,Fully Paid,A,Medical,60,1-3 years,12.32,2021-12-22
LN3878,39814,36983,24.92,100565,Current,D,Home Improvement,36,< 1 year,23.0,2021-12-23
LN3879,13237,45748,20.0,69574,Fully Paid,A,Home Improvement,36,3-5 years,12.87,2021-12-24
LN3880,16649,40462,22.77,121067,Fully Paid,G,Education,36,3-5 years,19.12,2021-12-24
LN3881,38713,20360,12.6,50066,Charged Off,G,Vacation,36,< 1 year,36.15,2021-12-25
LN3882,8927,21121,17.74,160017,Fully Paid,C,Vacation,60,5-10 years,2.74,2021-12-26
LN3883,46409,27287,23.68,49418,Charged Off,D,Home Improvement,60,1-3 years,34.25,2021-12-26
LN3884,49766,44429,16.56,102607,Fully Paid,D,Debt Consolidation,36,10+ years,22.3,2021-12-27
LN3885,47154,35160,20.03,69874,Charged Off,F,Home Improvement,36,5-10 years,26.6,2021-12-28
LN3886,8016,7789,24.74,132158,Fully Paid,E,Medical,60,< 1 year,2.24,2021-12-28
LN3887,15027,28181,10.38,168202,Fully Paid,B,Vacation,36,5-10 years,30.46,2021-12-29
LN3888,49688,15385,6.65,106257,Current,E,Education,36,5-10 years,5.11,2021-12-30
LN3889,25142,18061,18.3,150538,Charged Off,E,Vacation,36,< 1 year,38.59,2021-12-30
LN3890,47520,1105,6.55,192466,Current,G,Home Improvement,60,< 1 year,31.97,2021-12-31
LN3891,24545,45247,24.16,69635,Charged Off,C,Medical,60,10+ years,19.71,2022-01-01
LN3892,32897,22137,22.98,133023,Charged Off,F,Debt Consolidation,60,< 1 year,36.97,2022-01-01
LN3893,4167,35714,27.04,119837,Fully Paid,B,Vacation,36,< 1 year,6.76,2022-01-02
LN3894,45757,6544,20.99,37404,Fully Paid,G,Home Improvement,60,< 1 year,39.67,2022-01-02
LN3895,27917,14275,6.68,92629,Fully Paid,G,Home Improvement,36,3-5 years,28.67,2022-01-03
LN3896,23736,40753,11.33,33156,Fully Paid,E,Home Improvement,60,< 1 year,3.94,2022-01-04
LN3897,28990,35550,25.2,69999,Charged Off,E,Medical,36,< 1 year,21.46,2022-01-04
LN3898,15087,20641,9.18,164857,Fully Paid,D,Home Improvement,36,< 1 year,28.44,2022-01-05
LN3899,23440,7213,22.46,199431,Current,C,Home Improvement,60,10+ years,24.52,2022-01-06
LN3900,36205,15485,24.51,34694,Fully Paid,E,Home Improvement,60,5-10 years,16.96,2022-01-06
LN3901,16275,16605,13.25,187186,Charged Off,B,Vacation,36,< 1 year,9.93,2022-01-07
LN3902,6276,38637,13.06,89549,Fully Paid,A,Home Improvement,36,< 1 year,9.53,2022-01-08
LN3903,42627,21390,18.95,52799,Fully Paid,G,Medical,36,10+ years,37.08,2022-01-08
LN3904,41586,10867,26.53,110288,Current,A,Vacation,36,5-10 years,9.39,2022-01-09
LN3905,38496,4981,10.6,162228,Fully Paid,C,Home Improvement,36,10+ years,38.5,2022-01-10
LN3906,20008,10493,28.53,161376,Fully Paid,A,Debt Consolidation,60,1-3 years,8.41,2022-01-10
LN3907,6738,6682,19.98,60645,Fully Paid,D,Medical,36,1-3 years,15.37,2022-01-11
LN3908,33402,6782,29.8,190010,Fully Paid,D,Debt Consolidation,60,1-3 years,0.49,2022-01-12
LN3909,6793,30799,7.24,97614,Fully Paid,B,Medical,60,< 1 year,36.13,2022-01-12
LN3910,38291,42905,8.16,153387,Charged Off,F,Debt Consolidation,60,10+ years,4.17,2022-01-13
LN3911,6571,17984,25.67,118369,Fully Paid,C,Home Improvement,60,< 1 year,14.29,2022-01-14
LN3912,32331,46780,26.62,32420,Fully Paid,C,Debt Consolidation,36,1-3 years,33.7,2022-01-14
LN3913,17209,23760,16.14,38312,Fully Paid,G,Debt Consolidation,60,5-10 years,31.68,2022-01-15
LN3914,49014,26993,22.85,41395,Charged Off,A,Medical,60,5-10 years,33.66,2022-01-16
LN3915,26394,2524,26.69,60301,Charged Off,E,Home Improvement,60,10+ years,36.56,2022-01-16
LN3916,44148,27120,6.08,66972,Fully Paid,E,Medical,36,5-10 years,36.44,2022-01-17
LN3917,26682,1078,19.35,83294,Fully Paid,F,Home Improvement,60,1-3 years,30.82,2022-01-18
LN3918,3224,36891,26.34,100853,Fully Paid,G,Education,60,10+ years,23.3,2022-01-18
LN3919,42157,26473,14.95,140135,Charged Off,E,Vacation,60,10+ years,22.46,2022-01-19
LN3920,49695,40832,12.56,199297,Charged Off,F,Vacation,36,1-3 years,0.52,2022-01-20
LN3921,45452,46836,24.89,102504,Current,G,Medical,36,1-3 years,28.9,2022-01-20
LN3922,44408,9417,13.39,42854,Fully Paid,B,Home Improvement,36,1-3 years,9.07,2022-01-21
LN3923,33441,14362,5.08,141373,Fully Paid,C,Debt Consolidation,60,1-3 years,33.15,2022-01-22
LN3924,42430,2209,28.99,90780,Fully Paid,A,Vacation,36,10+ years,22.15,2022-01-22
LN3925,40129,38921,19.8,182001,Fully Paid,B,Medical,36,5-10 years,39.49,2022-01-23
LN3926,35716,5898,25.49,126458,Fully Paid,D,Medical,36,1-3 years,8.41,2022-01-24
LN3927,45859,19562,25.63,77103,Fully Paid,D,Medical,60,3-5 years,28.94,2022-01-24
LN3928,27586,11871,6.66,83620,Charged Off,D,Home Improvement,36,10+ years,21.9,2022-01-25
LN3929,45760,8610,9.27,109590,Fully Paid,F,Medical,60,< 1 year,37.27,2022-01-25
LN3930,24478,44845,12.78,104124,Charged Off,F,Education,60,5-10 years,10.64,2022-01-26
LN3931,7318,28382,13.02,64590,Fully Paid,G,Debt Consolidation,60,10+ years,2.38,2022-01-27
LN3932,29694,16791,21.47,120196,Current,C,Medical,60,1-3 years,21.75,2022-01-27
LN3933,21180,36312,20.58,92554,Current,D,Home Improvement,36,3-5 years,20.86,2022-01-28
LN3934,13180,39290,17.36,161693,Current,F,Debt Consolidation,36,< 1 year,12.47,2022-01-29
LN3935,34002,3370,10.28,137781,Charged Off,G,Debt Consolidation,60,5-10 years,39.46,2022-01-29
LN3936,16372,20665,14.55,20973,Charged Off,F,Vacation,60,1-3 years,2.79,2022-01-30
LN3937,30796,5710,18.59,78786,Fully Paid,E,Medical,60,10+ years,22.78,2022-01-31
LN3938,25427,1328,16.7,124919,Fully Paid,F,Medical,60,10+ years,10.41,2022-01-31
LN3939,34290,47451,8.18,57097,Charged Off,D,Home Improvement,36,5-10 years,0.08,2022-02-01
LN3940,29099,39347,21.24,141403,Charged Off,B,Education,36,3-5 years,39.51,2022-02-02
LN3941,46486,21612,6.83,54245,Current,D,Education,60,1-3 years,19.26,2022-02-02
LN3942,10821,46890,14.45,74841,Fully Paid,G,Vacation,36,5-10 years,34.29,2022-02-03
LN3943,6832,7794,22.75,45346,Fully Paid,G,Education,36,5-10 years,33.6,2022-02-04
LN3944,13820,33888,5.5,125633,Charged Off,G,Home Improvement,36,10+ years,32.49,2022-02-04
LN3945,17211,7749,19.25,91980,Current,E,Vacation,36,5-10 years,18.36,2022-02-05
LN3946,40890,47531,13.36,110417,Fully Paid,D,Medical,60,< 1 year,35.84,2022-02-06
LN3947,6842,21608,5.22,96942,Fully Paid,A,Education,36,< 1 year,14.69,2022-02-06
LN3948,2316,16450,9.76,125147,Fully Paid,E,Home Improvement,60,1-3 years,16.34,2022-02-07
LN3949,46968,4675,28.52,110975,Fully Paid,C,Home Improvement,36,5-10 years,10.23,2022-02-08
LN3950,18508,19460,18.03,25972,Fully Paid,D,Medical,36,10+ years,17.92,2022-02-08
LN3951,23005,39411,29.93,68063,Fully Paid,F,Home Improvement,60,1-3 years,39.46,2022-02-09
LN3952,16206,12560,18.12,150017,Charged Off,B,Vacation,36,3-5 years,22.93,2022-02-10
LN3953,19971,33463,18.6,77055,Fully Paid,D,Vacation,60,10+ years,33.24,2022-02-10
LN3954,26599,32663,14.8,162003,Fully Paid,B,Debt Consolidation,36,3-5 years,10.53,2022-02-11
LN3955,23056,49151,12.75,158774,Charged Off,G,Medical,60,1-3 years,38.24,2022-02-12
LN3956,2378,4170,11.29,104834,Current,G,Home Improvement,36,< 1 year,0.53,2022-02-12
LN3957,2519,34123,13.59,172612,Current,A,Education,60,10+ years,37.21,2022-02-13
LN3958,23161,29810,16.5,77450,Fully Paid,C,Vacation,36,10+ years,35.92,2022-02-14
LN3959,41703,10718,9.8,85252,Current,F,Medical,60,1-3 years,2.69,2022-02-14
LN3960,39861,1028,10.62,66904,Fully Paid,E,Medical,36,10+ years,24.19,2022-02-15
LN3961,6355,48599,11.79,72320,Charged Off,E,Vacation,60,10+ years,31.41,2022-02-16
LN3962,10083,18397,16.23,51000,Charged Off,C,Debt Consolidation,60,1-3 years,16.15,2022-02-16
LN3963,39342,44662,21.32,115341,Fully Paid,A,Medical,36,5-10 years,3.67,2022-02-17
LN3964,21456,42787,26.4,22599,Fully Paid,A,Home Improvement,60,1-3 years,33.18,2022-02-18
LN3965,14324,46406,12.18,107636,Fully Paid,G,Education,60,10+ years,18.66,2022-02-18
LN3966,3257,48657,9.59,20018,Charged Off,D,Education,36,1-3 years,10.53,2022-02-19
LN3967,28364,3024,14.47,151930,Fully Paid,A,Vacation,36,10+ years,2.83,2022-02-19
LN3968,25972,39607,27.36,177064,Charged Off,D,Medical,36,3-5 years,25.61,2022-02-20
LN3969,47179,14503,5.25,183652,Fully Paid,B,Education,60,3-5 years,1.69,2022-02-21
LN3970,27654,11303,21.95,90916,Fully Paid,C,Medical,60,< 1 year,31.64,2022-02-21
LN3971,16233,18138,16.93,186872,Current,B,Vacation,36,1-3 years,30.83,2022-02-22
LN3972,16887,26345,9.03,139193,Charged Off,B,Debt Consolidation,60,1-3 years,12.92,2022-02-23
LN3973,30320,30505,13.03,78770,Current,B,Education,36,3-5 years,18.89,2022-02-23
LN3974,21808,2906,10.62,57487,Fully Paid,B,Home Improvement,60,3-5 years,26.77,2022-02-24
LN3975,31154,41167,26.95,164015,Fully Paid,E,Vacation,36,3-5 years,38.36,2022-02-25
LN3976,35773,8961,17.05,122342,Fully Paid,A,Debt Consolidation,60,< 1 year,20.81,2022-02-25
LN3977,28747,27140,19.08,81457,Fully Paid,C,Home Improvement,36,< 1 year,39.87,2022-02-26
LN3978,11860,13031,19.84,38836,Fully Paid,C,Home Improvement,36,5-10 years,13.0,2022-02-27
LN3979,43838,16128,20.99,121150,Charged Off,F,Education,36,1-3 years,21.06,2022-02-27
LN3980,43156,16663,17.39,31394,Fully Paid,B,Medical,60,< 1 year,4.62,2022-02-28
LN3981,19156,35228,5.45,92158,Fully Paid,C,Vacation,60,10+ years,22.26,2022-03-01
LN3982,21360,16682,13.37,144660,Fully Paid,G,Home Improvement,60,1-3 years,21.45,2022-03-01
LN3983,19135,16193,9.6,130599,Fully Paid,D,Education,36,5-10 years,33.95,2022-03-02
LN3984,26351,29561,22.0,45280,Charged Off,C,Debt Consolidation,60,3-5 years,39.86,2022-03-03
LN3985,31499,44813,6.42,144221,Fully Paid,G,Home Improvement,60,5-10 years,39.45,2022-03-03
LN3986,48377,8766,19.1,97318,Fully Paid,B,Debt Consolidation,36,1-3 years,9.45,2022-03-04
LN3987,24554,30844,10.27,152231,Fully Paid,C,Vacation,36,3-5 years,13.54,2022-03-05
LN3988,20604,30432,28.72,90162,Current,A,Education,36,5-10 years,10.99,2022-03-05
LN3989,17923,30504,13.39,174512,Current,B,Debt Consolidation,36,5-10 years,7.99,2022-03-06
LN3990,48591,38146,13.13,72712,Charged Off,E,Medical,60,1-3 years,6.01,2022-03-07
LN3991,9547,41297,28.08,129578,Fully Paid,G,Debt Consolidation,36,< 1 year,20.47,2022-03-07
LN3992,45283,21858,15.43,198728,Fully Paid,A,Debt Consolidation,60,10+ years,34.9,2022-03-08
LN3993,34002,4071,29.07,157661,Charged Off,C,Education,36,5-10 years,23.59,2022-03-09
LN3994,15562,17939,5.6,68241,Current,E,Education,60,10+ years,34.91,2022-03-09
LN3995,8480,25931,12.66,43233,Current,F,Home Improvement,36,1-3 years,38.38,2022-03-10
LN3996,27672,45460,21.65,186083,Charged Off,A,Debt Consolidation,36,1-3 years,15.33,2022-03-11
LN3997,5213,2040,27.27,28177,Fully Paid,F,Debt Consolidation,36,< 1 year,33.43,2022-03-11
LN3998,11293,3686,11.41,185600,Current,D,Education,36,3-5 years,2.09,2022-03-12
LN3999,35441,13666,28.26,134506,Charged Off,A,Medical,36,10+ years,19.24,2022-03-13
LN4000,3100,36321,19.85,81351,Charged Off,E,Education,60,5-10 years,14.73,2022-03-13
LN4001,45617,2779,25.03,111908,Fully Paid,F,Medical,60,3-5 years,8.19,2022-03-14
LN4002,29172,14186,14.93,71827,Fully Paid,D,Education,60,10+ years,17.54,2022-03-14
LN4003,21132,17459,10.3,174580,Fully Paid,F,Vacation,60,10+ years,17.75,2022-03-15
LN4004,19199,21710,27.78,100501,Fully Paid,C,Debt Consolidation,60,3-5 years,32.34,2022-03-16
LN4005,37609,23219,28.33,88772,Fully Paid,B,Medical,36,3-5 years,34.76,2022-03-16
LN4006,43965,6057,17.44,35611,Charged Off,F,Vacation,36,< 1 year,26.28,2022-03-17
LN4007,9016,19733,5.16,173354,Fully Paid,C,Medical,60,5-10 years,25.34,2022-03-18
LN4008,40779,20157,7.74,61003,Fully Paid,B,Home Improvement,60,5-10 years,4.41,2022-03-18
LN4009,38261,36030,19.33,162412,Fully Paid,B,Home Improvement,60,5-10 years,23.01,2022-03-19
LN4010,32881,20613,5.59,116629,Fully Paid,E,Debt Consolidation,60,3-5 years,10.98,2022-03-20
LN4011,18058,44076,14.92,106643,Current,G,Vacation,60,< 1 year,11.79,2022-03-20
LN4012,25472,18492,12.58,94684,Fully Paid,D,Vacation,36,1-3 years,3.79,2022-03-21
LN4013,42346,21746,22.86,128610,Fully Paid,G,Home Improvement,60,< 1 year,25.43,2022-03-22
LN4014,35926,6188,6.39,140332,Current,D,Debt Consolidation,36,3-5 years,23.35,2022-03-22
LN4015,35832,42570,17.22,103035,Charged Off,A,Home Improvement,60,< 1 year,8.81,2022-03-23
LN4016,37021,30680,19.48,38165,Fully Paid,C,Vacation,36,3-5 years,10.52,2022-03-24
LN4017,25087,38825,20.43,129322,Charged Off,E,Medical,60,10+ years,30.92,2022-03-24
LN4018,13828,37766,15.13,169332,Charged Off,F,Vacation,60,10+ years,31.72,2022-03-25
LN4019,32128,9864,12.61,74515,Charged Off,C,Debt Consolidation,36,1-3 years,19.72,2022-03-26
LN4020,2401,37445,22.06,129446,Fully Paid,F,Vacation,36,10+ years,5.96,2022-03-26
LN4021,20643,6796,26.19,50480,Current,G,Education,36,1-3 years,2.22,2022-03-27
LN4022,16193,48218,22.34,79789,Fully Paid,F,Vacation,60,5-10 years,10.86,2022-03-28
LN4023,27853,40131,28.3,52191,Fully Paid,G,Education,60,3-5 years,29.25,2022-03-28
LN4024,45864,9123,22.93,79488,Fully Paid,G,Home Improvement,60,5-10 years,24.03,2022-03-29
LN4025,21307,9222,24.12,187116,Fully Paid,F,Education,60,5-10 years,28.72,2022-03-30
LN4026,37982,25074,9.2,107457,Current,A,Vacation,36,1-3 years,18.87,2022-03-30
LN4027,20611,47422,15.49,199848,Fully Paid,G,Vacation,36,3-5 years,30.19,2022-03-31
LN4028,44791,30825,17.13,122476,Fully Paid,A,Vacation,36,1-3 years,19.23,2022-04-01
LN4029,12950,37839,11.41,163908,Fully Paid,E,Debt Consolidation,36,< 1 year,3.36,2022-04-01
LN4030,11704,42576,18.21,94525,Fully Paid,A,Home Improvement,36,5-10 years,3.19,2022-04-02
LN4031,44111,3786,12.27,72648,Current,E,Education,36,3-5 years,33.26,2022-04-03
LN4032,12867,34638,22.19,33740,Fully Paid,A,Medical,36,5-10 years,25.18,2022-04-03
LN4033,3745,37964,16.76,115716,Charged Off,D,Education,60,< 1 year,11.17,2022-04-04
LN4034,4866,45564,16.47,164174,Charged Off,E,Vacation,60,< 1 year,30.29,2022-04-05
LN4035,33245,26988,29.59,149677,Charged Off,D,Medical,36,3-5 years,5.43,2022-04-05
LN4036,45724,36507,14.81,133917,Charged Off,G,Medical,36,3-5 years,25.81,2022-04-06
LN4037,6818,34708,14.06,181327,Fully Paid,D,Education,60,< 1 year,39.58,2022-04-06
LN4038,49861,34108,12.97,121630,Charged Off,E,Education,36,5-10 years,6.0,2022-04-07
LN4039,31116,30715,27.37,45221,Charged Off,C,Education,60,10+ years,5.68,2022-04-08
LN4040,16493,24806,17.42,83265,Charged Off,G,Education,60,5-10 years,18.71,2022-04-08
LN4041,29038,37901,20.0,20719,Current,G,Home Improvement,36,10+ years,25.71,2022-04-09
LN4042,21447,18043,9.52,174212,Charged Off,B,Debt Consolidation,60,1-3 years,1.06,2022-04-10
LN4043,31431,11225,18.52,152141,Charged Off,A,Debt Consolidation,60,3-5 years,19.99,2022-04-10
LN4044,18908,10752,11.87,74714,Current,F,Education,60,< 1 year,3.33,2022-04-11
LN4045,30336,4457,23.27,93285,Fully Paid,A,Debt Consolidation,36,1-3 years,9.65,2022-04-12
LN4046,41992,43616,25.81,32935,Fully Paid,F,Education,36,5-10 years,28.5,2022-04-12
LN4047,5025,10241,22.87,139362,Fully Paid,C,Education,60,10+ years,29.55,2022-04-13
LN4048,21093,1453,23.26,64035,Fully Paid,B,Education,36,3-5 years,29.19,2022-04-14
LN4049,7155,10896,17.81,146687,Charged Off,C,Home Improvement,60,10+ years,2.61,2022-04-14
LN4050,47607,22826,22.8,116256,Charged Off,B,Vacation,60,5-10 years,31.47,2022-04-15
LN4051,34487,11976,15.57,179009,Charged Off,E,Debt Consolidation,36,5-10 years,17.29,2022-04-16
LN4052,48658,49640,21.29,38540,Current,E,Debt Consolidation,60,< 1 year,19.01,2022-04-16
LN4053,21963,34586,11.48,93480,Fully Paid,F,Home Improvement,60,1-3 years,16.79,2022-04-17
LN4054,21936,5868,6.74,68702,Charged Off,D,Home Improvement,60,3-5 years,34.28,2022-04-18
LN4055,5426,17396,15.34,98283,Fully Paid,D,Education,60,< 1 year,27.2,2022-04-18
LN4056,24303,32634,16.54,187979,Fully Paid,F,Education,60,10+ years,20.0,2022-04-19
LN4057,46280,13171,11.41,166293,Fully Paid,E,Vacation,60,1-3 years,33.37,2022-04-20
LN4058,28606,25111,23.19,74781,Charged Off,F,Debt Consolidation,60,3-5 years,32.21,2022-04-20
LN4059,48832,34688,6.84,27087,Fully Paid,D,Home Improvement,36,10+ years,0.2,2022-04-21
LN4060,29151,22304,10.57,42789,Charged Off,F,Vacation,36,3-5 years,19.16,2022-04-22
LN4061,14767,43274,23.71,184472,Fully Paid,E,Debt Consolidation,60,3-5 years,1.69,2022-04-22
LN4062,12308,40243,15.93,153271,Fully Paid,C,Vacation,36,1-3 years,12.29,2022-04-23
LN4063,45245,29253,22.63,198388,Fully Paid,A,Vacation,60,10+ years,32.15,2022-04-24
LN4064,46671,31980,19.19,107273,Fully Paid,E,Education,60,< 1 year,37.76,2022-04-24
LN4065,25770,3017,28.77,135310,Current,F,Vacation,60,< 1 year,9.68,2022-04-25
LN4066,29572,8957,19.94,167816,Fully Paid,E,Education,60,< 1 year,0.86,2022-04-26
LN4067,42448,49998,5.37,118231,Current,E,Debt Consolidation,36,3-5 years,16.09,2022-04-26
LN4068,3204,43188,13.82,199937,Current,D,Debt Consolidation,60,5-10 years,13.4,2022-04-27
LN4069,28233,5792,8.58,33894,Current,F,Education,60,1-3 years,27.08,2022-04-28
LN4070,22729,14237,28.12,180232,Fully Paid,D,Medical,36,< 1 year,19.8,2022-04-28
LN4071,32131,17251,7.6,73095,Current,F,Vacation,36,1-3 years,15.95,2022-04-29
LN4072,34870,20252,14.69,49272,Fully Paid,D,Debt Consolidation,36,3-5 years,9.18,2022-04-29
LN4073,39011,11707,10.65,74021,Fully Paid,D,Vacation,36,1-3 years,33.14,2022-04-30
LN4074,40382,35206,26.17,53645,Fully Paid,C,Medical,36,< 1 year,9.94,2022-05-01
LN4075,42475,29740,12.71,132079,Current,E,Vacation,36,< 1 year,2.19,2022-05-01
LN4076,47681,4543,29.8,41179,Fully Paid,C,Medical,60,3-5 years,22.58,2022-05-02
LN4077,22607,45135,5.97,30691,Fully Paid,D,Home Improvement,60,3-5 years,12.69,2022-05-03
LN4078,25968,49288,8.21,149436,Fully Paid,C,Medical,36,10+ years,28.5,2022-05-03
LN4079,34398,40111,10.62,65311,Fully Paid,G,Debt Consolidation,36,3-5 years,3.23,2022-05-04
LN4080,12908,36031,25.28,115381,Fully Paid,G,Education,60,5-10 years,38.65,2022-05-05
LN4081,27423,43929,26.96,190110,Charged Off,E,Education,36,5-10 years,7.47,2022-05-05
LN4082,44615,1211,6.79,44967,Fully Paid,E,Vacation,36,< 1 year,14.28,2022-05-06
LN4083,10171,47577,5.81,48478,Current,D,Home Improvement,36,3-5 years,19.24,2022-05-07
LN4084,13721,40795,23.61,60332,Charged Off,E,Vacation,60,5-10 years,35.6,2022-05-07
LN4085,17616,1331,8.33,158138,Current,C,Medical,36,5-10 years,28.9,2022-05-08
LN4086,43512,24244,8.32,59313,Fully Paid,B,Education,60,10+ years,5.79,2022-05-09
LN4087,39458,9169,5.56,87857,Charged Off,E,Medical,60,3-5 years,17.54,2022-05-09
LN4088,47169,23104,6.25,65900,Fully Paid,C,Education,60,10+ years,21.72,2022-05-10
LN4089,8659,42901,11.59,146861,Fully Paid,G,Education,36,1-3 years,28.09,2022-05-11
LN4090,44369,15591,6.63,61098,Charged Off,G,Education,36,10+ years,22.87,2022-05-11
LN4091,12704,32711,14.22,28294,Charged Off,C,Debt Consolidation,60,1-3 years,18.29,2022-05-12
LN4092,33793,49893,25.82,189173,Charged Off,G,Medical,60,1-3 years,30.62,2022-05-13
LN4093,49152,1727,13.16,176131,Charged Off,C,Vacation,36,3-5 years,15.12,2022-05-13
LN4094,47473,22359,23.2,116784,Fully Paid,E,Home Improvement,60,1-3 years,39.49,2022-05-14
LN4095,32226,44822,7.35,60626,Charged Off,B,Vacation,36,1-3 years,37.91,2022-05-15
LN4096,24852,37011,21.48,40703,Fully Paid,D,Medical,60,10+ years,28.3,2022-05-15
LN4097,33082,38863,12.92,123693,Fully Paid,D,Home Improvement,36,3-5 years,35.3,2022-05-16
LN4098,23794,47577,23.74,154277,Charged Off,E,Vacation,36,3-5 years,15.73,2022-05-17
LN4099,42420,23998,8.41,186001,Current,E,Home Improvement,60,1-3 years,23.26,2022-05-17
LN4100,14379,11929,27.45,184483,Fully Paid,G,Medical,60,10+ years,10.91,2022-05-18
LN4101,8006,15842,11.06,31628,Fully Paid,A,Education,36,10+ years,35.43,2022-05-19
LN4102,9682,24519,13.83,123655,Fully Paid,F,Medical,60,10+ years,18.84,2022-05-19
LN4103,34840,18393,28.75,26518,Fully Paid,B,Debt Consolidation,60,10+ years,21.45,2022-05-20
LN4104,33430,35318,19.46,189563,Charged Off,C,Home Improvement,60,< 1 year,34.58,2022-05-21
LN4105,24091,9995,14.14,159018,Charged Off,F,Medical,36,1-3 years,31.89,2022-05-21
LN4106,33983,29656,28.74,20610,Charged Off,C,Education,60,1-3 years,12.87,2022-05-22
LN4107,24989,48934,13.23,54311,Charged Off,F,Education,60,1-3 years,3.5,2022-05-23
LN4108,10915,41260,7.37,146419,Fully Paid,D,Medical,60,3-5 years,6.48,2022-05-23
LN4109,43552,46269,29.92,61876,Fully Paid,F,Vacation,60,3-5 years,13.56,2022-05-24
LN4110,19990,16567,11.7,70333,Fully Paid,E,Medical,36,10+ years,12.21,2022-05-24
LN4111,25734,29840,26.28,104192,Charged Off,B,Education,60,3-5 years,1.53,2022-05-25
LN4112,15824,24831,9.14,61811,Charged Off,D,Medical,36,5-10 years,17.28,2022-05-26
LN4113,37081,14265,23.28,90072,Charged Off,G,Debt Consolidation,36,1-3 years,4.23,2022-05-26
LN4114,12033,6424,18.11,135407,Fully Paid,F,Vacation,60,1-3 years,8.84,2022-05-27
LN4115,43736,21625,29.52,62974,Fully Paid,B,Medical,60,< 1 year,31.5,2022-05-28
LN4116,17241,15086,18.82,170928,Current,E,Education,36,< 1 year,19.8,2022-05-28
LN4117,6939,30187,5.63,195902,Fully Paid,G,Medical,60,5-10 years,14.92,2022-05-29
LN4118,48464,36929,20.1,101983,Charged Off,C,Medical,60,< 1 year,7.42,2022-05-30
LN4119,48562,21539,8.63,65823,Fully Paid,G,Home Improvement,36,10+ years,34.65,2022-05-30
LN4120,36063,26103,24.96,118863,Fully Paid,A,Medical,60,10+ years,36.15,2022-05-31
LN4121,35464,28874,26.41,120037,Charged Off,B,Debt Consolidation,60,1-3 years,20.75,2022-06-01
LN4122,12185,10215,17.05,87078,Fully Paid,C,Education,60,10+ years,36.85,2022-06-01
LN4123,28045,40385,24.58,127767,Charged Off,B,Home Improvement,36,< 1 year,18.59,2022-06-02
LN4124,45769,23044,8.63,87951,Charged Off,B,Medical,60,5-10 years,4.29,2022-06-03
LN4125,48118,12926,17.3,129287,Fully Paid,B,Vacation,36,10+ years,0.68,2022-06-03
LN4126,20167,48860,14.85,163977,Charged Off,E,Debt Consolidation,36,1-3 years,5.14,2022-06-04
LN4127,37412,32501,20.28,41601,Fully Paid,D,Debt Consolidation,36,1-3 years,24.91,2022-06-05
LN4128,22625,30774,6.11,123691,Fully Paid,B,Debt Consolidation,60,< 1 year,12.84,2022-06-05
LN4129,40188,26008,23.8,192027,Charged Off,E,Home Improvement,60,10+ years,25.93,2022-06-06
LN4130,28076,49928,6.98,68435,Fully Paid,A,Medical,36,< 1 year,20.32,2022-06-07
LN4131,45605,18560,21.41,175116,Fully Paid,D,Debt Consolidation,36,1-3 years,13.32,2022-06-07
LN4132,20029,25340,5.46,31246,Current,E,Medical,60,5-10 years,8.75,2022-06-08
LN4133,23973,25976,25.8,22458,Fully Paid,G,Vacation,60,10+ years,3.24,2022-06-09
LN4134,40121,49406,9.37,26028,Charged Off,A,Medical,36,5-10 years,31.3,2022-06-09
LN4135,32433,28626,17.89,139247,Charged Off,G,Medical,60,10+ years,32.76,2022-06-10
LN4136,44309,33720,11.54,71901,Fully Paid,D,Medical,36,1-3 years,21.66,2022-06-11
LN4137,2932,36001,23.07,157378,Fully Paid,E,Education,36,10+ years,6.28,2022-06-11
LN4138,45254,5700,13.03,126555,Fully Paid,A,Home Improvement,60,1-3 years,10.54,2022-06-12
LN4139,2757,44795,23.12,47678,Fully Paid,E,Medical,60,3-5 years,38.21,2022-06-13
LN4140,31722,8860,12.12,110444,Charged Off,A,Debt Consolidation,60,1-3 years,9.04,2022-06-13
LN4141,38853,8526,23.81,32363,Charged Off,B,Education,36,1-3 years,2.27,2022-06-14
