LoanID,UserID,LoanScheme,LoanAmount,InterestRate,TenureYears
8348,4125,Education Loan,384162,12.73,25
8349,4126,Education Loan,343208,13.95,27
8350,4127,Home Loan,440570,8.37,19
8351,4127,Home Loan,263924,5.35,26
8352,4128,Education Loan,1779211,12.67,23
8353,4128,Personal Loan,64482,10.43,19
8354,4128,Car Loan,349001,11.55,9
8355,4129,Education Loan,73363,7.67,7
8356,4130,Personal Loan,1375936,11.27,29
8357,4131,Business Loan,639154,8.67,21
8358,4132,Car Loan,1404067,9.87,18
8359,4133,Car Loan,1024630,7.19,4
8360,4134,Car Loan,1628612,14.35,22
8361,4134,Personal Loan,1051428,14.49,19
8362,4134,Education Loan,1183203,5.17,21
8363,4135,Car Loan,824958,13.44,12
8364,4135,Car Loan,684287,12.28,23
8365,4136,Car Loan,1076487,11.66,18
8366,4137,Business Loan,1452401,6.57,10
8367,4137,Personal Loan,727818,7.06,5
8368,4138,Home Loan,1408310,14.7,20
8369,4138,Education Loan,1145541,10.29,20
8370,4139,Home Loan,1153464,14.92,7
8371,4139,Business Loan,129725,7.21,15
8372,4140,Education Loan,1966178,14.16,22
8373,4140,Business Loan,1858811,7.18,7
8374,4140,Personal Loan,1504135,8.72,8
8375,4141,Business Loan,1119147,8.74,19
8376,4142,Car Loan,1723250,8.63,3
8377,4142,Personal Loan,317946,8.32,13
8378,4143,Business Loan,898898,11.38,25
8379,4143,Personal Loan,895723,11.46,8
8380,4144,Education Loan,1037824,5.94,10
8381,4144,Business Loan,1260069,11.79,14
8382,4145,Business Loan,1273845,8.58,20
8383,4146,Personal Loan,534674,10.28,6
8384,4146,Car Loan,357518,13.57,13
8385,4146,Home Loan,370243,6.03,12
8386,4147,Home Loan,1953258,11.77,10
8387,4147,Home Loan,1251166,11.77,14
8388,4148,Business Loan,589326,11.15,30
8389,4148,Business Loan,656140,5.07,18
8390,4148,Business Loan,779528,8.2,24
8391,4149,Car Loan,963267,12.79,21
8392,4149,Car Loan,466046,5.74,2
8393,4150,Home Loan,115664,5.54,24
8394,4150,Personal Loan,82925,11.62,24
8395,4151,Education Loan,1458197,8.76,22
8396,4152,Car Loan,1593148,8.91,26
8397,4153,Home Loan,406540,14.47,7
8398,4154,Education Loan,611830,10.64,20
8399,4154,Personal Loan,943564,11.68,1
8400,4154,Personal Loan,1266894,6.24,20
8401,4155,Business Loan,1139255,9.31,24
8402,4155,Personal Loan,1618229,9.42,28
8403,4156,Education Loan,699156,8.04,25
8404,4157,Business Loan,1366906,11.91,22
8405,4157,Education Loan,1128141,8.57,12
8406,4157,Car Loan,241607,9.84,14
8407,4158,Personal Loan,1307179,6.98,4
8408,4158,Education Loan,663701,14.15,25
8409,4158,Car Loan,1389032,14.5,4
8410,4159,Car Loan,1625437,9.91,8
8411,4159,Car Loan,927588,9.35,19
8412,4160,Education Loan,1712569,7.13,8
8413,4160,Business Loan,973753,12.68,29
8414,4161,Car Loan,324240,10.01,19
8415,4161,Personal Loan,1432402,8.32,14
8416,4161,Car Loan,1976005,14.87,18
8417,4162,Business Loan,1725304,13.94,24
8418,4162,Education Loan,978079,5.91,17
8419,4163,Home Loan,983359,7.73,27
8420,4163,Car Loan,793986,5.43,27
8421,4163,Education Loan,1115586,8.19,7
8422,4164,Education Loan,380810,12.47,2
8423,4165,Personal Loan,1122701,13.61,21
8424,4166,Education Loan,638080,8.93,20
8425,4166,Home Loan,606201,14.3,10
8426,4166,Home Loan,801466,7.51,13
8427,4167,Home Loan,285086,6.87,4
8428,4167,Car Loan,865531,5.32,8
8429,4168,Personal Loan,60714,10.21,2
8430,4168,Home Loan,742306,13.68,14
8431,4169,Education Loan,945833,5.01,10
8432,4169,Business Loan,1732714,5.59,16
8433,4170,Education Loan,629243,9.6,24
8434,4170,Business Loan,306954,11.57,29
8435,4171,Personal Loan,440621,6.77,26
8436,4171,Car Loan,142861,14.85,8
8437,4172,Education Loan,1515390,8.13,12
8438,4172,Business Loan,1703921,9.09,17
8439,4172,Personal Loan,1388976,10.63,21
8440,4173,Car Loan,307159,8.14,20
8441,4174,Home Loan,831832,6.31,18
8442,4175,Education Loan,52662,6.0,8
8443,4175,Business Loan,708076,8.16,1
8444,4175,Personal Loan,400958,10.86,26
8445,4176,Business Loan,74246,6.06,29
8446,4177,Home Loan,1844254,7.94,12
8447,4178,Business Loan,244285,14.11,18
8448,4179,Personal Loan,1303546,7.95,19
8449,4179,Business Loan,293134,6.9,13
8450,4180,Car Loan,125879,13.77,11
8451,4180,Personal Loan,1257093,5.95,27
8452,4180,Business Loan,516849,13.33,19
8453,4181,Education Loan,220884,10.02,26
8454,4181,Education Loan,211067,9.83,18
8455,4181,Personal Loan,1396393,8.11,5
8456,4182,Home Loan,1625409,13.36,28
8457,4183,Car Loan,86223,9.9,30
8458,4183,Personal Loan,1308632,9.23,5
8459,4183,Business Loan,511380,7.08,5
8460,4184,Car Loan,1258981,8.53,5
8461,4185,Car Loan,136714,11.66,27
8462,4185,Home Loan,1052439,13.73,3
8463,4185,Education Loan,1090243,8.63,18
8464,4186,Home Loan,1552290,9.49,18
8465,4186,Personal Loan,865078,8.99,3
8466,4187,Education Loan,1704638,14.76,5
8467,4188,Home Loan,1972773,5.6,13
8468,4189,Personal Loan,950362,8.18,22
8469,4189,Personal Loan,402359,6.1,18
8470,4190,Personal Loan,1186745,5.82,4
8471,4191,Home Loan,1860847,11.68,21
8472,4191,Home Loan,1884591,11.8,28
8473,4191,Business Loan,1992309,7.22,2
8474,4192,Car Loan,1274142,13.75,17
8475,4192,Education Loan,1268045,12.21,5
8476,4193,Home Loan,513809,6.15,10
8477,4193,Car Loan,1308360,9.3,22
8478,4194,Business Loan,1824818,13.15,28
8479,4194,Personal Loan,1898583,10.83,13
8480,4194,Personal Loan,1246887,12.63,28
8481,4195,Car Loan,803528,5.31,6
8482,4196,Home Loan,1632373,5.49,7
8483,4197,Business Loan,306794,9.05,9
8484,4198,Business Loan,1662037,5.13,9
8485,4198,Education Loan,1811261,5.43,18
8486,4198,Personal Loan,1500792,11.11,30
8487,4199,Personal Loan,1737037,12.74,27
8488,4199,Home Loan,622889,9.25,11
8489,4200,Business Loan,1885598,8.52,27
8490,4200,Education Loan,74232,10.91,26
8491,4201,Business Loan,122837,9.14,5
8492,4201,Education Loan,600032,8.4,14
8493,4202,Home Loan,1484990,11.18,18
8494,4202,Car Loan,1248519,11.54,16
8495,4202,Car Loan,347081,11.08,9
8496,4203,Home Loan,1444932,11.19,1
8497,4203,Car Loan,1350859,8.59,30
8498,4204,Education Loan,425687,8.16,7
8499,4204,Business Loan,653255,9.54,25
8500,4205,Personal Loan,1891587,11.01,12
8501,4205,Home Loan,144154,5.96,28
8502,4205,Car Loan,1088864,6.39,21
8503,4206,Education Loan,665499,11.72,13
8504,4207,Business Loan,1951354,5.14,26
8505,4207,Education Loan,321533,11.09,15
8506,4208,Personal Loan,1640805,8.9,5
8507,4209,Education Loan,963071,5.08,7
8508,4209,Car Loan,1301505,10.22,9
8509,4209,Education Loan,1887376,10.48,30
8510,4210,Education Loan,1063169,11.5,4
8511,4210,Education Loan,825060,8.78,27
8512,4210,Education Loan,1614499,9.91,22
8513,4211,Home Loan,181922,13.97,27
8514,4212,Home Loan,231900,12.17,5
8515,4213,Car Loan,426043,14.61,11
8516,4214,Education Loan,1793031,5.34,17
8517,4214,Car Loan,1612640,13.37,27
8518,4215,Business Loan,868893,13.79,15
8519,4215,Home Loan,276493,8.62,28
8520,4216,Home Loan,67311,11.26,30
8521,4216,Home Loan,743020,6.99,3
8522,4217,Personal Loan,1130107,7.72,30
8523,4217,Education Loan,84934,8.29,27
8524,4217,Business Loan,532209,7.88,5
8525,4218,Home Loan,1571696,12.18,4
8526,4219,Personal Loan,1902186,6.47,29
8527,4219,Business Loan,618050,14.16,29
8528,4219,Home Loan,1571562,6.09,27
8529,4220,Personal Loan,639378,13.62,26
8530,4220,Business Loan,1992461,12.9,17
8531,4220,Home Loan,606246,11.95,26
8532,4221,Education Loan,1887002,13.34,19
8533,4221,Business Loan,366943,11.89,10
8534,4221,Personal Loan,1636128,6.49,30
8535,4222,Business Loan,358852,7.28,7
8536,4222,Education Loan,1355915,14.4,28
8537,4223,Business Loan,219471,10.02,21
8538,4223,Personal Loan,139411,13.04,19
8539,4223,Education Loan,365839,13.62,6
8540,4224,Education Loan,1139089,12.72,25
8541,4224,Education Loan,1750304,7.17,11
8542,4225,Education Loan,997196,14.72,25
8543,4225,Car Loan,1867898,6.27,7
8544,4225,Car Loan,1103333,10.23,18
8545,4226,Education Loan,1777979,11.26,11
8546,4227,Home Loan,318983,11.39,7
8547,4227,Car Loan,294853,5.68,15
8548,4228,Business Loan,1638020,6.87,1
8549,4228,Car Loan,146599,14.85,9
8550,4228,Car Loan,816558,7.3,24
8551,4229,Business Loan,1039283,6.59,9
8552,4230,Education Loan,962571,8.8,13
8553,4230,Personal Loan,1166265,6.29,18
8554,4231,Car Loan,1532202,11.96,17
8555,4231,Education Loan,215738,12.23,5
8556,4232,Education Loan,707259,7.08,22
8557,4232,Home Loan,1553202,14.11,18
8558,4232,Car Loan,1317051,6.9,12
8559,4233,Education Loan,319262,5.95,21
8560,4234,Car Loan,1542904,13.98,3
8561,4234,Car Loan,1707488,14.55,8
8562,4235,Personal Loan,81929,13.05,3
8563,4235,Car Loan,1983522,7.86,5
8564,4235,Business Loan,1703507,13.67,13
8565,4236,Education Loan,704077,7.71,7
8566,4236,Home Loan,194970,10.95,20
8567,4237,Personal Loan,1483456,13.51,8
8568,4238,Car Loan,1697294,10.81,15
8569,4239,Education Loan,1815802,11.15,1
8570,4239,Personal Loan,102744,12.5,24
8571,4239,Home Loan,1710574,11.33,8
8572,4240,Business Loan,1307557,9.96,24
8573,4240,Business Loan,1520136,8.56,18
8574,4241,Personal Loan,1588600,10.31,17
8575,4241,Personal Loan,1807139,14.33,17
8576,4242,Home Loan,292438,8.66,19
8577,4243,Business Loan,585040,7.17,14
8578,4243,Home Loan,1129968,6.28,29
8579,4244,Personal Loan,1979012,7.11,4
8580,4244,Home Loan,401019,6.86,28
8581,4244,Business Loan,724219,7.64,2
8582,4245,Car Loan,994701,7.07,4
8583,4246,Business Loan,507899,12.98,18
8584,4246,Education Loan,699391,9.6,24
8585,4246,Education Loan,586531,5.06,1
8586,4247,Education Loan,912202,13.6,25
8587,4247,Car Loan,893509,5.13,22
8588,4248,Home Loan,389852,13.55,18
8589,4248,Home Loan,301964,13.65,6
8590,4249,Business Loan,316462,6.21,27
8591,4249,Home Loan,1850860,13.56,14
8592,4249,Business Loan,396099,9.81,26
8593,4250,Home Loan,944774,7.61,26
8594,4250,Home Loan,1305558,7.06,28
8595,4251,Car Loan,1400244,10.86,27
8596,4251,Education Loan,1245209,6.66,25
8597,4252,Education Loan,1434399,14.67,2
8598,4252,Car Loan,1188922,8.52,8
8599,4253,Home Loan,579267,11.53,9
8600,4254,Business Loan,1751571,12.27,19
8601,4254,Business Loan,242041,6.12,17
8602,4255,Education Loan,787115,5.98,9
8603,4255,Home Loan,298201,5.29,13
8604,4256,Education Loan,1218806,11.82,16
8605,4257,Car Loan,1222541,12.1,8
8606,4258,Business Loan,248909,5.83,14
8607,4258,Car Loan,1265056,8.5,12
8608,4259,Car Loan,1251072,14.32,6
8609,4259,Personal Loan,1355822,7.47,19
8610,4259,Home Loan,1982307,6.04,25
8611,4260,Education Loan,755594,10.76,6
8612,4261,Education Loan,946888,10.2,16
8613,4261,Education Loan,817782,10.68,12
8614,4262,Personal Loan,487505,13.33,10
8615,4262,Personal Loan,1068222,7.57,20
8616,4263,Car Loan,511496,12.74,18
8617,4263,Personal Loan,1198664,11.52,26
8618,4263,Car Loan,425717,9.32,16
8619,4264,Home Loan,1324660,11.07,22
8620,4265,Personal Loan,811936,13.66,2
8621,4265,Personal Loan,207277,5.82,20
8622,4266,Car Loan,1152451,14.67,10
8623,4266,Car Loan,434677,12.49,14
8624,4267,Business Loan,377751,12.58,9
8625,4267,Business Loan,1316069,5.13,1
8626,4268,Education Loan,253945,13.0,13
8627,4268,Car Loan,1781237,9.6,20
8628,4268,Personal Loan,704030,13.39,26
8629,4269,Business Loan,237826,8.43,29
8630,4269,Education Loan,520122,10.3,30
8631,4269,Personal Loan,849896,9.54,19
8632,4270,Home Loan,861816,9.52,2
8633,4270,Business Loan,1466803,8.94,2
8634,4271,Education Loan,430012,9.32,8
8635,4272,Personal Loan,813013,10.09,13
8636,4273,Education Loan,381835,13.96,30
8637,4273,Car Loan,1351177,14.84,4
8638,4273,Car Loan,808984,14.15,15
8639,4274,Home Loan,1661075,13.76,15
8640,4275,Personal Loan,1478769,8.36,22
8641,4276,Education Loan,1467522,9.99,21
8642,4277,Education Loan,59651,13.17,19
8643,4277,Education Loan,1115303,8.4,17
8644,4277,Business Loan,1492546,10.36,21
8645,4278,Education Loan,1631933,5.63,30
8646,4278,Business Loan,769370,11.74,16
8647,4278,Home Loan,777227,10.01,16
8648,4279,Home Loan,1511423,14.16,28
8649,4279,Education Loan,624214,7.72,16
8650,4280,Education Loan,471033,6.5,13
8651,4281,Education Loan,1906023,13.02,28
8652,4281,Car Loan,1296815,8.94,28
8653,4281,Car Loan,1592144,8.35,15
8654,4282,Education Loan,857426,11.19,27
8655,4282,Business Loan,1377524,7.65,15
8656,4282,Personal Loan,781634,8.54,21
8657,4283,Car Loan,1840273,9.43,9
8658,4284,Personal Loan,1553450,11.39,9
8659,4284,Personal Loan,1674564,8.65,15
8660,4284,Education Loan,405788,11.01,1
8661,4285,Car Loan,1474440,13.32,17
8662,4285,Business Loan,885429,8.15,8
8663,4285,Business Loan,592529,8.33,1
8664,4286,Car Loan,636484,10.54,2
8665,4286,Education Loan,1150956,5.07,8
8666,4287,Home Loan,1579656,10.34,30
8667,4288,Home Loan,441181,12.22,4
8668,4288,Home Loan,903712,11.01,10
8669,4288,Business Loan,139966,11.97,9
8670,4289,Home Loan,1011749,7.09,26
8671,4289,Car Loan,233209,8.52,24
8672,4290,Home Loan,1750366,14.89,9
8673,4291,Personal Loan,146237,13.02,29
8674,4291,Home Loan,904822,8.61,8
8675,4292,Business Loan,955720,7.06,29
8676,4292,Car Loan,1988870,8.95,9
8677,4293,Car Loan,1500509,14.83,26
8678,4293,Education Loan,1861454,9.32,2
8679,4294,Home Loan,1944627,9.86,27
8680,4295,Education Loan,604605,6.11,20
8681,4295,Home Loan,1691146,5.54,25
8682,4295,Business Loan,644914,13.18,3
8683,4296,Personal Loan,425472,11.28,14
8684,4297,Business Loan,281053,11.82,20
8685,4297,Car Loan,291140,8.92,17
8686,4298,Education Loan,1047775,10.66,16
8687,4298,Home Loan,1137099,6.96,8
8688,4298,Personal Loan,945727,5.87,9
8689,4299,Education Loan,1858187,11.55,9
8690,4299,Education Loan,1157516,10.9,28
8691,4300,Car Loan,1452326,12.57,21
8692,4301,Education Loan,116488,6.86,15
8693,4302,Education Loan,1855055,10.28,11
8694,4302,Education Loan,1635902,9.7,16
8695,4302,Personal Loan,1384855,13.46,23
8696,4303,Personal Loan,385377,11.0,8
8697,4303,Education Loan,1984497,5.95,7
8698,4303,Business Loan,280240,6.27,16
8699,4304,Car Loan,1304561,11.45,17
8700,4304,Car Loan,1459646,6.02,24
8701,4305,Education Loan,912403,14.35,15
8702,4306,Business Loan,1682635,14.79,16
8703,4306,Business Loan,188701,12.58,21
8704,4307,Car Loan,299782,13.86,27
8705,4307,Education Loan,610627,5.41,2
8706,4307,Education Loan,1156688,7.05,18
8707,4308,Car Loan,975614,10.31,9
8708,4308,Business Loan,461624,13.06,8
8709,4308,Car Loan,1135369,13.41,12
8710,4309,Education Loan,1999715,13.66,22
8711,4310,Personal Loan,1870279,7.91,9
8712,4310,Business Loan,321153,9.79,17
8713,4310,Personal Loan,1338362,5.1,4
8714,4311,Business Loan,563504,12.92,26
8715,4311,Education Loan,1735247,14.86,8
8716,4311,Personal Loan,947628,9.92,17
8717,4312,Business Loan,1103977,13.29,9
8718,4312,Car Loan,1913859,5.42,18
8719,4312,Business Loan,1939534,8.15,24
8720,4313,Personal Loan,469226,14.96,21
8721,4314,Car Loan,963758,5.05,23
8722,4314,Car Loan,374041,9.23,20
8723,4315,Car Loan,383349,7.07,30
8724,4316,Home Loan,1323079,14.48,22
8725,4317,Education Loan,460692,7.19,20
8726,4317,Home Loan,1958942,7.46,28
8727,4318,Car Loan,56746,14.78,1
8728,4318,Education Loan,1302507,11.43,4
8729,4319,Personal Loan,1736761,6.8,15
8730,4319,Home Loan,1988589,6.63,4
8731,4320,Business Loan,799275,7.15,18
8732,4320,Car Loan,59183,5.22,5
8733,4320,Home Loan,214387,11.64,18
8734,4321,Personal Loan,1639774,14.97,28
8735,4321,Education Loan,1134602,6.26,30
8736,4321,Personal Loan,681151,10.28,4
8737,4322,Business Loan,548102,14.1,2
8738,4323,Business Loan,653738,12.09,7
8739,4323,Business Loan,802700,9.43,27
8740,4324,Education Loan,1905929,7.05,26
8741,4324,Business Loan,1619653,6.5,27
8742,4324,Car Loan,1388160,11.8,8
8743,4325,Car Loan,1849401,5.85,6
8744,4326,Home Loan,1653668,10.15,5
8745,4327,Home Loan,1280779,8.55,4
8746,4327,Business Loan,769942,6.85,12
8747,4328,Education Loan,1487725,9.19,17
8748,4328,Business Loan,1437021,12.24,11
8749,4328,Car Loan,1290986,5.41,2
8750,4329,Business Loan,937560,12.28,28
8751,4330,Car Loan,599038,12.42,15
8752,4330,Education Loan,266665,11.75,11
8753,4331,Car Loan,1124787,10.54,19
8754,4331,Personal Loan,1905508,12.13,11
8755,4331,Personal Loan,1120430,10.72,21
8756,4332,Education Loan,1542847,7.9,8
8757,4332,Car Loan,106124,9.44,28
8758,4333,Car Loan,777019,12.84,20
8759,4333,Home Loan,822312,13.61,17
8760,4333,Business Loan,213164,13.59,17
8761,4334,Home Loan,986665,9.39,11
8762,4335,Education Loan,1366142,9.97,16
8763,4335,Car Loan,830358,10.74,6
8764,4336,Personal Loan,314641,7.17,15
8765,4336,Home Loan,1835779,7.88,19
8766,4337,Business Loan,1035529,11.16,1
8767,4337,Education Loan,180283,12.11,28
8768,4338,Business Loan,646028,10.47,10
8769,4338,Business Loan,1492817,12.37,15
8770,4339,Personal Loan,965148,9.26,7
8771,4339,Business Loan,764959,12.88,22
8772,4339,Education Loan,296232,6.54,12
8773,4340,Car Loan,1940871,5.3,6
8774,4341,Education Loan,602615,11.24,26
8775,4341,Personal Loan,837698,8.01,26
8776,4342,Education Loan,359382,11.8,13
8777,4343,Personal Loan,643550,13.17,4
8778,4344,Home Loan,629453,6.03,30
8779,4344,Personal Loan,167193,8.39,12
8780,4344,Car Loan,1215354,7.41,10
8781,4345,Business Loan,755087,13.88,12
8782,4345,Education Loan,1730699,6.87,4
8783,4346,Home Loan,476848,8.73,30
8784,4346,Education Loan,1516654,14.71,25
8785,4346,Education Loan,919817,10.09,18
8786,4347,Personal Loan,682337,14.89,24
8787,4347,Business Loan,242220,5.3,14
8788,4348,Car Loan,471366,5.79,3
8789,4349,Education Loan,1222633,8.21,6
8790,4349,Personal Loan,1362287,12.18,15
8791,4350,Home Loan,869921,10.56,29
8792,4351,Home Loan,1875236,5.69,22
8793,4351,Education Loan,125595,10.24,29
8794,4351,Business Loan,1111539,10.46,21
8795,4352,Personal Loan,120069,8.69,26
8796,4353,Business Loan,214162,5.93,12
8797,4354,Personal Loan,389242,9.06,2
8798,4355,Home Loan,1488588,11.78,8
8799,4355,Home Loan,1246768,9.33,16
8800,4355,Business Loan,139265,6.85,1
8801,4356,Home Loan,1189473,10.61,15
8802,4356,Business Loan,405592,14.44,3
8803,4356,Business Loan,1166305,11.15,17
8804,4357,Education Loan,1139959,5.99,25
8805,4357,Education Loan,1670940,9.53,13
8806,4358,Car Loan,1896915,13.43,5
8807,4358,Personal Loan,1190174,7.33,17
8808,4358,Personal Loan,439219,7.94,24
8809,4359,Car Loan,1058173,7.78,24
8810,4359,Education Loan,693729,7.75,1
8811,4360,Business Loan,457108,12.66,25
8812,4360,Home Loan,1647244,9.95,27
8813,4361,Home Loan,977661,10.94,21
8814,4361,Car Loan,1136918,5.93,23
8815,4362,Education Loan,1779707,13.55,9
8816,4362,Business Loan,1237991,6.69,13
8817,4363,Personal Loan,691634,14.32,9
8818,4363,Education Loan,1760117,11.1,26
8819,4364,Car Loan,572864,5.92,11
8820,4364,Car Loan,1744679,9.37,10
8821,4364,Home Loan,461008,11.15,1
8822,4365,Education Loan,1711445,12.94,25
8823,4365,Personal Loan,1826058,10.56,19
8824,4365,Education Loan,612600,12.66,19
8825,4366,Education Loan,1450209,14.96,17
8826,4366,Personal Loan,1931930,6.22,18
8827,4367,Business Loan,1688929,12.91,8
8828,4368,Home Loan,608449,8.84,16
8829,4368,Home Loan,439522,14.03,8
8830,4368,Education Loan,485764,7.3,23
8831,4369,Personal Loan,861191,11.75,3
8832,4369,Home Loan,1129364,9.14,30
8833,4370,Business Loan,735311,9.96,8
8834,4370,Personal Loan,1996665,7.65,11
8835,4370,Car Loan,1274991,8.85,26
8836,4371,Education Loan,1439556,8.99,27
8837,4371,Car Loan,1781565,13.01,17
8838,4371,Education Loan,1227807,11.77,2
8839,4372,Personal Loan,1832012,12.35,30
8840,4372,Education Loan,1386308,12.49,21
8841,4373,Car Loan,1311760,7.64,14
8842,4373,Home Loan,397306,9.67,12
8843,4374,Car Loan,960988,8.55,29
8844,4375,Home Loan,138732,5.61,5
8845,4375,Personal Loan,1486544,10.1,15
8846,4376,Personal Loan,1864998,8.69,2
8847,4376,Home Loan,733246,5.83,19
8848,4377,Business Loan,778973,11.71,22
8849,4377,Personal Loan,1737088,8.4,12
8850,4377,Personal Loan,543737,7.24,29
8851,4378,Personal Loan,1189640,5.88,9
8852,4378,Home Loan,1963527,6.86,6
8853,4379,Business Loan,1870394,14.29,29
8854,4379,Education Loan,911419,12.1,7
8855,4379,Home Loan,1841404,9.9,19
8856,4380,Personal Loan,1684552,7.79,7
8857,4380,Home Loan,1199170,5.96,13
8858,4380,Personal Loan,1979574,14.82,26
8859,4381,Personal Loan,1594926,13.23,2
8860,4381,Personal Loan,812588,6.51,20
8861,4381,Personal Loan,1158858,7.67,15
8862,4382,Business Loan,1794585,12.67,12
8863,4382,Business Loan,1305350,5.21,28
8864,4383,Personal Loan,1524907,6.8,20
8865,4383,Business Loan,950128,5.96,4
8866,4384,Car Loan,1944915,14.8,27
8867,4385,Car Loan,1868957,5.06,16
8868,4386,Car Loan,309003,7.21,14
8869,4386,Personal Loan,72732,10.95,5
8870,4386,Home Loan,278033,9.01,19
8871,4387,Car Loan,1735221,14.36,27
8872,4387,Education Loan,281171,7.83,15
8873,4388,Personal Loan,644371,7.46,20
8874,4389,Car Loan,572003,13.0,6
8875,4389,Education Loan,941258,9.11,13
8876,4390,Home Loan,472044,9.02,29
8877,4391,Car Loan,1119951,5.22,25
8878,4391,Home Loan,575434,9.54,11
8879,4392,Education Loan,1008194,14.4,29
8880,4393,Home Loan,899729,11.29,16
8881,4393,Personal Loan,351934,9.55,11
8882,4393,Personal Loan,66182,5.08,12
8883,4394,Education Loan,1203138,9.87,14
8884,4394,Business Loan,55746,8.19,3
8885,4394,Personal Loan,422938,5.83,17
8886,4395,Education Loan,1873474,11.88,7
8887,4395,Home Loan,555262,8.65,26
8888,4396,Home Loan,1644340,11.96,8
8889,4396,Personal Loan,1370458,13.65,9
8890,4396,Business Loan,641137,12.34,23
8891,4397,Education Loan,743836,9.73,2
8892,4398,Car Loan,444989,6.45,4
8893,4398,Business Loan,526477,5.32,9
8894,4398,Home Loan,880356,11.83,14
8895,4399,Car Loan,1367179,14.29,11
8896,4399,Personal Loan,1252794,5.25,24
8897,4399,Personal Loan,688765,5.69,25
8898,4400,Car Loan,1539176,8.05,17
8899,4401,Personal Loan,154655,11.07,7
8900,4401,Car Loan,870721,12.75,24
8901,4402,Education Loan,475895,12.64,1
8902,4403,Car Loan,1517802,8.03,15
8903,4403,Personal Loan,56077,10.78,18
8904,4404,Education Loan,1667048,14.91,8
8905,4405,Personal Loan,1391731,11.47,4
8906,4405,Education Loan,72489,13.28,24
8907,4406,Personal Loan,283453,13.19,11
8908,4406,Business Loan,405712,10.52,22
8909,4407,Business Loan,1612063,9.71,15
8910,4408,Car Loan,848348,10.29,15
8911,4408,Education Loan,1319049,9.44,2
8912,4408,Car Loan,1317322,5.94,24
8913,4409,Business Loan,551176,5.31,23
8914,4409,Personal Loan,169968,11.86,24
8915,4409,Car Loan,1921666,13.25,3
8916,4410,Business Loan,446790,7.47,21
8917,4410,Personal Loan,1073674,10.89,29
8918,4410,Education Loan,652978,11.44,1
8919,4411,Car Loan,1565575,8.0,13
8920,4411,Car Loan,1526829,12.17,21
8921,4411,Car Loan,1996317,14.93,12
8922,4412,Car Loan,1247335,7.03,27
8923,4412,Car Loan,1029547,5.21,16
8924,4412,Education Loan,1864045,8.69,19
8925,4413,Home Loan,1873155,5.12,18
8926,4413,Car Loan,942083,6.47,24
8927,4414,Personal Loan,1268375,11.62,6
8928,4414,Education Loan,104671,12.6,30
8929,4415,Education Loan,1701792,12.4,3
8930,4415,Personal Loan,1226739,9.36,28
8931,4415,Personal Loan,1600851,6.18,20
8932,4416,Personal Loan,1282359,11.49,19
8933,4416,Car Loan,1820660,10.72,27
8934,4417,Education Loan,152673,5.49,7
8935,4418,Education Loan,1448321,6.68,1
8936,4418,Car Loan,1998394,13.44,22
8937,4419,Business Loan,1018532,9.65,16
8938,4419,Education Loan,1696043,5.5,9
8939,4419,Business Loan,1023384,6.34,13
8940,4420,Personal Loan,270581,10.63,14
8941,4421,Business Loan,1955808,9.01,14
8942,4421,Personal Loan,1079401,9.5,21
8943,4421,Car Loan,1297021,8.62,23
8944,4422,Personal Loan,1293280,13.17,5
8945,4422,Personal Loan,792603,13.65,29
8946,4422,Personal Loan,479186,8.68,8
8947,4423,Education Loan,1721599,7.82,17
8948,4423,Business Loan,416389,8.52,2
8949,4423,Education Loan,798524,6.06,15
8950,4424,Business Loan,922552,11.39,7
8951,4424,Car Loan,1185272,6.21,5
8952,4425,Education Loan,1574500,9.97,17
8953,4426,Education Loan,996081,11.07,12
8954,4426,Business Loan,1997222,11.23,22
8955,4427,Business Loan,693605,7.16,8
8956,4427,Car Loan,860818,11.04,19
8957,4427,Education Loan,1626483,6.24,12
8958,4428,Personal Loan,1332689,7.0,23
8959,4429,Education Loan,1393041,10.78,5
8960,4429,Education Loan,1748390,9.91,19
8961,4430,Education Loan,1277396,10.75,7
8962,4430,Car Loan,551167,11.78,7
8963,4430,Personal Loan,564464,12.65,16
8964,4431,Personal Loan,723053,11.41,17
8965,4432,Education Loan,834148,7.32,11
8966,4432,Car Loan,423158,9.24,6
8967,4432,Personal Loan,334691,10.98,9
8968,4433,Car Loan,1056747,10.04,4
8969,4433,Home Loan,1221323,6.58,19
8970,4434,Home Loan,658976,12.46,4
8971,4434,Education Loan,533935,10.71,6
8972,4434,Home Loan,338242,10.79,3
8973,4435,Education Loan,1120980,9.32,29
8974,4435,Personal Loan,1713494,7.44,21
8975,4435,Car Loan,1487933,12.21,28
8976,4436,Personal Loan,713257,8.26,16
8977,4436,Education Loan,1569953,9.83,28
8978,4437,Education Loan,680520,7.04,30
8979,4438,Car Loan,493931,8.02,11
8980,4438,Home Loan,783462,7.48,30
8981,4438,Personal Loan,194094,11.9,16
8982,4439,Business Loan,345116,14.0,15
8983,4440,Business Loan,619741,10.16,24
8984,4441,Business Loan,1521843,13.55,15
8985,4441,Car Loan,925991,6.86,20
8986,4442,Home Loan,1259255,6.0,18
8987,4443,Personal Loan,1741534,10.21,11
8988,4443,Car Loan,84755,9.0,25
8989,4444,Business Loan,1398922,14.16,9
8990,4445,Personal Loan,82802,8.0,28
